product_no,product_name,store,product_store_id,sales,promotion,date
5,FERRERO ROCHER      16PK 200G,c,5c,32,1,24/04/13
3,KELLOGGS COCO POPS   650G,e,3e,18,0,24/04/13
3,KELLOGGS COCO POPS   650G,a,3a,7,0,24/04/13
3,KELLOGGS COCO POPS   650G,c,3c,4,0,24/04/13
3,KELLOGGS COCO POPS   650G,d,3d,11,0,24/04/13
3,KELLOGGS COCO POPS   650G,b,3b,15,0,24/04/13
6,SIRENA TUNA IN OIL  CHILLI 95G,b,6b,29,0,24/04/13
5,FERRERO ROCHER      16PK 200G,e,5e,36,1,24/04/13
5,FERRERO ROCHER      16PK 200G,d,5d,71,1,24/04/13
5,FERRERO ROCHER      16PK 200G,b,5b,43,1,24/04/13
5,FERRERO ROCHER      16PK 200G,a,5a,18,1,24/04/13
10,THINS CHIPS LIGHT&  TANGY 175G,e,10e,13,0,24/04/13
10,THINS CHIPS LIGHT&  TANGY 175G,d,10d,14,0,24/04/13
10,THINS CHIPS LIGHT&  TANGY 175G,a,10a,20,0,24/04/13
10,THINS CHIPS LIGHT&  TANGY 175G,c,10c,0,0,24/04/13
10,THINS CHIPS LIGHT&  TANGY 175G,b,10b,9,0,24/04/13
7,COCA COLA 2L,c,7c,30,1,24/04/13
7,COCA COLA 2L,e,7e,433,1,24/04/13
7,COCA COLA 2L,d,7d,421,1,24/04/13
2,SAN REMO PASTA NO18 PENNE 500G,e,2e,23,0,24/04/13
2,SAN REMO PASTA NO18 PENNE 500G,b,2b,41,0,24/04/13
2,SAN REMO PASTA NO18 PENNE 500G,d,2d,62,0,24/04/13
2,SAN REMO PASTA NO18 PENNE 500G,c,2c,5,0,24/04/13
2,SAN REMO PASTA NO18 PENNE 500G,a,2a,26,0,24/04/13
7,COCA COLA 2L,b,7b,381,1,24/04/13
7,COCA COLA 2L,a,7a,556,1,24/04/13
1,YOPLAIT YOGURT      STRAWBERRY 1KG,e,1e,6,1,24/04/13
1,YOPLAIT YOGURT      STRAWBERRY 1KG,d,1d,14,1,24/04/13
1,YOPLAIT YOGURT      STRAWBERRY 1KG,b,1b,9,1,24/04/13
1,YOPLAIT YOGURT      STRAWBERRY 1KG,a,1a,15,1,24/04/13
6,SIRENA TUNA IN OIL  CHILLI 95G,a,6a,24,0,24/04/13
6,SIRENA TUNA IN OIL  CHILLI 95G,c,6c,1,0,24/04/13
6,SIRENA TUNA IN OIL  CHILLI 95G,e,6e,49,0,24/04/13
6,SIRENA TUNA IN OIL  CHILLI 95G,d,6d,58,0,24/04/13
5,FERRERO ROCHER      16PK 200G,e,5e,12,0,01/05/13
5,FERRERO ROCHER      16PK 200G,b,5b,5,0,01/05/13
5,FERRERO ROCHER      16PK 200G,d,5d,6,0,01/05/13
5,FERRERO ROCHER      16PK 200G,c,5c,8,0,01/05/13
3,KELLOGGS COCO POPS   650G,a,3a,9,0,01/05/13
3,KELLOGGS COCO POPS   650G,c,3c,1,0,01/05/13
6,SIRENA TUNA IN OIL  CHILLI 95G,c,6c,13,0,01/05/13
6,SIRENA TUNA IN OIL  CHILLI 95G,b,6b,25,0,01/05/13
6,SIRENA TUNA IN OIL  CHILLI 95G,d,6d,72,0,01/05/13
6,SIRENA TUNA IN OIL  CHILLI 95G,e,6e,47,0,01/05/13
6,SIRENA TUNA IN OIL  CHILLI 95G,a,6a,49,0,01/05/13
2,SAN REMO PASTA NO18 PENNE 500G,e,2e,30,0,01/05/13
1,YOPLAIT YOGURT      STRAWBERRY 1KG,e,1e,27,1,01/05/13
7,COCA COLA 2L,b,7b,73,0,01/05/13
7,COCA COLA 2L,d,7d,96,0,01/05/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,c,9c,2,0,01/05/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,a,9a,12,0,01/05/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,e,9e,16,0,01/05/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,d,9d,26,0,01/05/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,b,9b,13,0,01/05/13
5,FERRERO ROCHER      16PK 200G,a,5a,4,0,01/05/13
2,SAN REMO PASTA NO18 PENNE 500G,a,2a,28,0,01/05/13
2,SAN REMO PASTA NO18 PENNE 500G,c,2c,11,0,01/05/13
2,SAN REMO PASTA NO18 PENNE 500G,b,2b,36,0,01/05/13
2,SAN REMO PASTA NO18 PENNE 500G,d,2d,59,0,01/05/13
7,COCA COLA 2L,c,7c,35,0,01/05/13
7,COCA COLA 2L,a,7a,134,0,01/05/13
7,COCA COLA 2L,e,7e,80,0,01/05/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,a,4a,64,1,01/05/13
1,YOPLAIT YOGURT      STRAWBERRY 1KG,b,1b,21,1,01/05/13
1,YOPLAIT YOGURT      STRAWBERRY 1KG,d,1d,72,1,01/05/13
1,YOPLAIT YOGURT      STRAWBERRY 1KG,a,1a,37,1,01/05/13
3,KELLOGGS COCO POPS   650G,e,3e,9,0,01/05/13
3,KELLOGGS COCO POPS   650G,d,3d,9,0,01/05/13
3,KELLOGGS COCO POPS   650G,b,3b,15,0,01/05/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,e,4e,44,1,01/05/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,b,4b,34,1,01/05/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,c,4c,9,1,01/05/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,d,4d,75,1,01/05/13
10,THINS CHIPS LIGHT&  TANGY 175G,e,10e,71,1,01/05/13
10,THINS CHIPS LIGHT&  TANGY 175G,d,10d,106,1,01/05/13
10,THINS CHIPS LIGHT&  TANGY 175G,b,10b,78,1,01/05/13
10,THINS CHIPS LIGHT&  TANGY 175G,c,10c,33,1,01/05/13
10,THINS CHIPS LIGHT&  TANGY 175G,a,10a,61,1,01/05/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,e,9e,12,0,08/05/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,b,9b,9,0,08/05/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,a,9a,12,0,08/05/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,c,9c,5,0,08/05/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,d,9d,24,0,08/05/13
7,COCA COLA 2L,e,7e,747,1,08/05/13
7,COCA COLA 2L,c,7c,203,1,08/05/13
7,COCA COLA 2L,b,7b,731,1,08/05/13
7,COCA COLA 2L,d,7d,497,1,08/05/13
7,COCA COLA 2L,a,7a,1104,1,08/05/13
2,SAN REMO PASTA NO18 PENNE 500G,e,2e,73,1,08/05/13
2,SAN REMO PASTA NO18 PENNE 500G,c,2c,24,1,08/05/13
2,SAN REMO PASTA NO18 PENNE 500G,b,2b,87,1,08/05/13
2,SAN REMO PASTA NO18 PENNE 500G,d,2d,99,1,08/05/13
2,SAN REMO PASTA NO18 PENNE 500G,a,2a,52,1,08/05/13
5,FERRERO ROCHER      16PK 200G,c,5c,0,0,08/05/13
5,FERRERO ROCHER      16PK 200G,b,5b,25,0,08/05/13
5,FERRERO ROCHER      16PK 200G,a,5a,24,0,08/05/13
5,FERRERO ROCHER      16PK 200G,d,5d,18,0,08/05/13
5,FERRERO ROCHER      16PK 200G,e,5e,307,1,08/05/13
3,KELLOGGS COCO POPS   650G,e,3e,46,1,08/05/13
3,KELLOGGS COCO POPS   650G,c,3c,9,1,08/05/13
3,KELLOGGS COCO POPS   650G,b,3b,47,1,08/05/13
3,KELLOGGS COCO POPS   650G,d,3d,58,1,08/05/13
3,KELLOGGS COCO POPS   650G,a,3a,102,1,08/05/13
6,SIRENA TUNA IN OIL  CHILLI 95G,a,6a,61,0,08/05/13
6,SIRENA TUNA IN OIL  CHILLI 95G,c,6c,11,0,08/05/13
6,SIRENA TUNA IN OIL  CHILLI 95G,b,6b,42,0,08/05/13
6,SIRENA TUNA IN OIL  CHILLI 95G,e,6e,45,0,08/05/13
6,SIRENA TUNA IN OIL  CHILLI 95G,d,6d,49,0,08/05/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,b,4b,10,0,08/05/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,d,4d,34,0,08/05/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,c,4c,11,0,08/05/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,e,4e,22,0,08/05/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,a,4a,31,1,08/05/13
10,THINS CHIPS LIGHT&  TANGY 175G,b,10b,13,0,08/05/13
10,THINS CHIPS LIGHT&  TANGY 175G,e,10e,18,0,08/05/13
10,THINS CHIPS LIGHT&  TANGY 175G,a,10a,9,0,08/05/13
10,THINS CHIPS LIGHT&  TANGY 175G,c,10c,7,0,08/05/13
10,THINS CHIPS LIGHT&  TANGY 175G,d,10d,34,0,08/05/13
1,YOPLAIT YOGURT      STRAWBERRY 1KG,e,1e,35,1,08/05/13
1,YOPLAIT YOGURT      STRAWBERRY 1KG,b,1b,22,1,08/05/13
1,YOPLAIT YOGURT      STRAWBERRY 1KG,d,1d,20,1,08/05/13
1,YOPLAIT YOGURT      STRAWBERRY 1KG,a,1a,30,1,08/05/13
10,THINS CHIPS LIGHT&  TANGY 175G,e,10e,66,1,15/05/13
10,THINS CHIPS LIGHT&  TANGY 175G,c,10c,17,1,15/05/13
10,THINS CHIPS LIGHT&  TANGY 175G,b,10b,63,1,15/05/13
10,THINS CHIPS LIGHT&  TANGY 175G,d,10d,94,1,15/05/13
10,THINS CHIPS LIGHT&  TANGY 175G,a,10a,37,1,15/05/13
7,COCA COLA 2L,d,7d,263,1,15/05/13
7,COCA COLA 2L,a,7a,398,1,15/05/13
3,KELLOGGS COCO POPS   650G,b,3b,13,0,15/05/13
3,KELLOGGS COCO POPS   650G,c,3c,3,0,15/05/13
3,KELLOGGS COCO POPS   650G,d,3d,16,0,15/05/13
3,KELLOGGS COCO POPS   650G,e,3e,16,0,15/05/13
3,KELLOGGS COCO POPS   650G,a,3a,16,0,15/05/13
2,SAN REMO PASTA NO18 PENNE 500G,a,2a,44,0,15/05/13
2,SAN REMO PASTA NO18 PENNE 500G,e,2e,27,0,15/05/13
7,COCA COLA 2L,e,7e,275,1,15/05/13
7,COCA COLA 2L,c,7c,135,1,15/05/13
7,COCA COLA 2L,b,7b,229,1,15/05/13
2,SAN REMO PASTA NO18 PENNE 500G,c,2c,13,0,15/05/13
2,SAN REMO PASTA NO18 PENNE 500G,d,2d,64,0,15/05/13
2,SAN REMO PASTA NO18 PENNE 500G,b,2b,39,0,15/05/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,b,4b,19,0,15/05/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,d,4d,34,0,15/05/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,e,4e,27,0,15/05/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,c,4c,12,0,15/05/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,a,4a,29,1,15/05/13
1,YOPLAIT YOGURT      STRAWBERRY 1KG,d,1d,41,1,15/05/13
1,YOPLAIT YOGURT      STRAWBERRY 1KG,a,1a,70,1,15/05/13
6,SIRENA TUNA IN OIL  CHILLI 95G,e,6e,275,1,15/05/13
6,SIRENA TUNA IN OIL  CHILLI 95G,c,6c,33,1,15/05/13
6,SIRENA TUNA IN OIL  CHILLI 95G,b,6b,212,1,15/05/13
6,SIRENA TUNA IN OIL  CHILLI 95G,d,6d,240,1,15/05/13
6,SIRENA TUNA IN OIL  CHILLI 95G,a,6a,237,1,15/05/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,c,9c,8,0,15/05/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,b,9b,6,0,15/05/13
5,FERRERO ROCHER      16PK 200G,b,5b,1,0,15/05/13
5,FERRERO ROCHER      16PK 200G,c,5c,0,0,15/05/13
5,FERRERO ROCHER      16PK 200G,d,5d,13,0,15/05/13
5,FERRERO ROCHER      16PK 200G,a,5a,2,0,15/05/13
5,FERRERO ROCHER      16PK 200G,e,5e,473,1,15/05/13
1,YOPLAIT YOGURT      STRAWBERRY 1KG,e,1e,48,1,15/05/13
1,YOPLAIT YOGURT      STRAWBERRY 1KG,b,1b,33,1,15/05/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,d,9d,26,0,15/05/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,e,9e,11,0,15/05/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,a,9a,15,0,15/05/13
10,THINS CHIPS LIGHT&  TANGY 175G,e,10e,11,0,22/05/13
10,THINS CHIPS LIGHT&  TANGY 175G,c,10c,6,0,22/05/13
10,THINS CHIPS LIGHT&  TANGY 175G,b,10b,12,0,22/05/13
10,THINS CHIPS LIGHT&  TANGY 175G,d,10d,20,0,22/05/13
10,THINS CHIPS LIGHT&  TANGY 175G,a,10a,25,0,22/05/13
2,SAN REMO PASTA NO18 PENNE 500G,a,2a,28,0,22/05/13
2,SAN REMO PASTA NO18 PENNE 500G,c,2c,7,0,22/05/13
2,SAN REMO PASTA NO18 PENNE 500G,e,2e,26,0,22/05/13
2,SAN REMO PASTA NO18 PENNE 500G,b,2b,41,0,22/05/13
2,SAN REMO PASTA NO18 PENNE 500G,d,2d,56,0,22/05/13
1,YOPLAIT YOGURT      STRAWBERRY 1KG,b,1b,43,1,22/05/13
1,YOPLAIT YOGURT      STRAWBERRY 1KG,e,1e,32,1,22/05/13
1,YOPLAIT YOGURT      STRAWBERRY 1KG,d,1d,32,1,22/05/13
1,YOPLAIT YOGURT      STRAWBERRY 1KG,a,1a,38,1,22/05/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,e,9e,108,1,22/05/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,c,9c,21,1,22/05/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,b,9b,308,1,22/05/13
6,SIRENA TUNA IN OIL  CHILLI 95G,d,6d,40,0,22/05/13
6,SIRENA TUNA IN OIL  CHILLI 95G,c,6c,1,0,22/05/13
6,SIRENA TUNA IN OIL  CHILLI 95G,e,6e,63,0,22/05/13
6,SIRENA TUNA IN OIL  CHILLI 95G,b,6b,25,0,22/05/13
6,SIRENA TUNA IN OIL  CHILLI 95G,a,6a,47,0,22/05/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,b,4b,19,0,22/05/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,e,4e,17,0,22/05/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,c,4c,17,0,22/05/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,d,4d,26,0,22/05/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,a,4a,48,1,22/05/13
3,KELLOGGS COCO POPS   650G,b,3b,15,0,22/05/13
3,KELLOGGS COCO POPS   650G,e,3e,11,0,22/05/13
3,KELLOGGS COCO POPS   650G,a,3a,13,0,22/05/13
3,KELLOGGS COCO POPS   650G,c,3c,3,0,22/05/13
3,KELLOGGS COCO POPS   650G,d,3d,10,0,22/05/13
7,COCA COLA 2L,b,7b,415,1,22/05/13
7,COCA COLA 2L,e,7e,416,1,22/05/13
7,COCA COLA 2L,c,7c,143,1,22/05/13
7,COCA COLA 2L,d,7d,400,1,22/05/13
7,COCA COLA 2L,a,7a,556,1,22/05/13
5,FERRERO ROCHER      16PK 200G,c,5c,11,1,22/05/13
5,FERRERO ROCHER      16PK 200G,b,5b,15,1,22/05/13
5,FERRERO ROCHER      16PK 200G,d,5d,41,1,22/05/13
5,FERRERO ROCHER      16PK 200G,e,5e,204,1,22/05/13
5,FERRERO ROCHER      16PK 200G,a,5a,12,1,22/05/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,d,9d,582,1,22/05/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,a,9a,172,1,22/05/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,c,4c,18,1,29/05/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,b,4b,26,1,29/05/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,e,4e,45,1,29/05/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,d,4d,60,1,29/05/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,a,4a,50,1,29/05/13
1,YOPLAIT YOGURT      STRAWBERRY 1KG,e,1e,33,1,29/05/13
5,FERRERO ROCHER      16PK 200G,d,5d,139,1,29/05/13
2,SAN REMO PASTA NO18 PENNE 500G,a,2a,73,1,29/05/13
6,SIRENA TUNA IN OIL  CHILLI 95G,b,6b,29,0,29/05/13
5,FERRERO ROCHER      16PK 200G,c,5c,2,0,29/05/13
5,FERRERO ROCHER      16PK 200G,e,5e,7,0,29/05/13
5,FERRERO ROCHER      16PK 200G,b,5b,5,0,29/05/13
5,FERRERO ROCHER      16PK 200G,a,5a,6,0,29/05/13
6,SIRENA TUNA IN OIL  CHILLI 95G,c,6c,6,0,29/05/13
6,SIRENA TUNA IN OIL  CHILLI 95G,d,6d,99,0,29/05/13
6,SIRENA TUNA IN OIL  CHILLI 95G,e,6e,30,0,29/05/13
6,SIRENA TUNA IN OIL  CHILLI 95G,a,6a,43,0,29/05/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,b,9b,15,0,29/05/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,c,9c,1,0,29/05/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,a,9a,22,0,29/05/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,e,9e,15,0,29/05/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,d,9d,32,0,29/05/13
1,YOPLAIT YOGURT      STRAWBERRY 1KG,d,1d,88,1,29/05/13
1,YOPLAIT YOGURT      STRAWBERRY 1KG,b,1b,43,1,29/05/13
7,COCA COLA 2L,c,7c,88,1,29/05/13
7,COCA COLA 2L,e,7e,273,1,29/05/13
1,YOPLAIT YOGURT      STRAWBERRY 1KG,a,1a,55,1,29/05/13
7,COCA COLA 2L,d,7d,215,1,29/05/13
7,COCA COLA 2L,b,7b,210,1,29/05/13
7,COCA COLA 2L,a,7a,272,1,29/05/13
10,THINS CHIPS LIGHT&  TANGY 175G,c,10c,22,1,29/05/13
10,THINS CHIPS LIGHT&  TANGY 175G,e,10e,53,1,29/05/13
10,THINS CHIPS LIGHT&  TANGY 175G,d,10d,69,1,29/05/13
10,THINS CHIPS LIGHT&  TANGY 175G,b,10b,49,1,29/05/13
10,THINS CHIPS LIGHT&  TANGY 175G,a,10a,40,1,29/05/13
3,KELLOGGS COCO POPS   650G,b,3b,10,0,29/05/13
2,SAN REMO PASTA NO18 PENNE 500G,c,2c,15,1,29/05/13
2,SAN REMO PASTA NO18 PENNE 500G,e,2e,49,1,29/05/13
2,SAN REMO PASTA NO18 PENNE 500G,d,2d,97,1,29/05/13
2,SAN REMO PASTA NO18 PENNE 500G,b,2b,63,1,29/05/13
3,KELLOGGS COCO POPS   650G,e,3e,19,0,29/05/13
3,KELLOGGS COCO POPS   650G,d,3d,23,0,29/05/13
3,KELLOGGS COCO POPS   650G,a,3a,19,0,29/05/13
3,KELLOGGS COCO POPS   650G,c,3c,2,0,29/05/13
6,SIRENA TUNA IN OIL  CHILLI 95G,a,6a,26,0,05/06/13
6,SIRENA TUNA IN OIL  CHILLI 95G,d,6d,26,0,05/06/13
6,SIRENA TUNA IN OIL  CHILLI 95G,c,6c,4,0,05/06/13
6,SIRENA TUNA IN OIL  CHILLI 95G,e,6e,32,0,05/06/13
6,SIRENA TUNA IN OIL  CHILLI 95G,b,6b,27,0,05/06/13
1,YOPLAIT YOGURT      STRAWBERRY 1KG,e,1e,17,1,05/06/13
1,YOPLAIT YOGURT      STRAWBERRY 1KG,b,1b,10,1,05/06/13
1,YOPLAIT YOGURT      STRAWBERRY 1KG,d,1d,25,1,05/06/13
1,YOPLAIT YOGURT      STRAWBERRY 1KG,a,1a,6,1,05/06/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,e,9e,12,0,05/06/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,d,9d,54,0,05/06/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,a,9a,22,0,05/06/13
10,THINS CHIPS LIGHT&  TANGY 175G,a,10a,10,0,05/06/13
10,THINS CHIPS LIGHT&  TANGY 175G,c,10c,8,0,05/06/13
10,THINS CHIPS LIGHT&  TANGY 175G,e,10e,17,0,05/06/13
10,THINS CHIPS LIGHT&  TANGY 175G,d,10d,15,0,05/06/13
10,THINS CHIPS LIGHT&  TANGY 175G,b,10b,17,0,05/06/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,b,9b,22,0,05/06/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,c,9c,4,0,05/06/13
2,SAN REMO PASTA NO18 PENNE 500G,c,2c,10,0,05/06/13
2,SAN REMO PASTA NO18 PENNE 500G,b,2b,30,0,05/06/13
2,SAN REMO PASTA NO18 PENNE 500G,a,2a,21,0,05/06/13
2,SAN REMO PASTA NO18 PENNE 500G,d,2d,59,0,05/06/13
2,SAN REMO PASTA NO18 PENNE 500G,e,2e,28,0,05/06/13
7,COCA COLA 2L,e,7e,591,1,05/06/13
7,COCA COLA 2L,c,7c,190,1,05/06/13
7,COCA COLA 2L,b,7b,623,1,05/06/13
7,COCA COLA 2L,d,7d,544,1,05/06/13
7,COCA COLA 2L,a,7a,797,1,05/06/13
3,KELLOGGS COCO POPS   650G,e,3e,21,0,05/06/13
3,KELLOGGS COCO POPS   650G,a,3a,19,0,05/06/13
3,KELLOGGS COCO POPS   650G,b,3b,13,0,05/06/13
3,KELLOGGS COCO POPS   650G,d,3d,16,0,05/06/13
3,KELLOGGS COCO POPS   650G,c,3c,1,0,05/06/13
5,FERRERO ROCHER      16PK 200G,a,5a,12,1,05/06/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,a,4a,101,1,05/06/13
5,FERRERO ROCHER      16PK 200G,e,5e,25,1,05/06/13
5,FERRERO ROCHER      16PK 200G,c,5c,11,1,05/06/13
5,FERRERO ROCHER      16PK 200G,b,5b,8,1,05/06/13
5,FERRERO ROCHER      16PK 200G,d,5d,56,1,05/06/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,e,4e,90,1,05/06/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,c,4c,18,1,05/06/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,d,4d,119,1,05/06/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,b,4b,0,1,05/06/13
2,SAN REMO PASTA NO18 PENNE 500G,e,2e,36,0,12/06/13
2,SAN REMO PASTA NO18 PENNE 500G,d,2d,62,0,12/06/13
5,FERRERO ROCHER      16PK 200G,a,5a,5,0,12/06/13
5,FERRERO ROCHER      16PK 200G,e,5e,12,0,12/06/13
5,FERRERO ROCHER      16PK 200G,b,5b,14,0,12/06/13
5,FERRERO ROCHER      16PK 200G,c,5c,1,0,12/06/13
5,FERRERO ROCHER      16PK 200G,d,5d,4,0,12/06/13
6,SIRENA TUNA IN OIL  CHILLI 95G,d,6d,50,0,12/06/13
6,SIRENA TUNA IN OIL  CHILLI 95G,b,6b,27,0,12/06/13
6,SIRENA TUNA IN OIL  CHILLI 95G,e,6e,83,0,12/06/13
6,SIRENA TUNA IN OIL  CHILLI 95G,c,6c,5,0,12/06/13
6,SIRENA TUNA IN OIL  CHILLI 95G,a,6a,43,0,12/06/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,c,4c,6,0,12/06/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,e,4e,21,0,12/06/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,d,4d,30,0,12/06/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,b,4b,8,0,12/06/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,a,4a,55,1,12/06/13
7,COCA COLA 2L,e,7e,185,1,12/06/13
7,COCA COLA 2L,b,7b,149,1,12/06/13
7,COCA COLA 2L,c,7c,67,1,12/06/13
7,COCA COLA 2L,d,7d,261,1,12/06/13
7,COCA COLA 2L,a,7a,432,1,12/06/13
10,THINS CHIPS LIGHT&  TANGY 175G,e,10e,49,1,12/06/13
10,THINS CHIPS LIGHT&  TANGY 175G,b,10b,52,1,12/06/13
10,THINS CHIPS LIGHT&  TANGY 175G,c,10c,25,1,12/06/13
10,THINS CHIPS LIGHT&  TANGY 175G,d,10d,47,1,12/06/13
10,THINS CHIPS LIGHT&  TANGY 175G,a,10a,46,1,12/06/13
3,KELLOGGS COCO POPS   650G,a,3a,12,0,12/06/13
3,KELLOGGS COCO POPS   650G,c,3c,3,0,12/06/13
3,KELLOGGS COCO POPS   650G,b,3b,14,0,12/06/13
3,KELLOGGS COCO POPS   650G,d,3d,12,0,12/06/13
3,KELLOGGS COCO POPS   650G,e,3e,16,0,12/06/13
1,YOPLAIT YOGURT      STRAWBERRY 1KG,e,1e,20,1,12/06/13
1,YOPLAIT YOGURT      STRAWBERRY 1KG,b,1b,46,1,12/06/13
1,YOPLAIT YOGURT      STRAWBERRY 1KG,d,1d,41,1,12/06/13
1,YOPLAIT YOGURT      STRAWBERRY 1KG,a,1a,37,1,12/06/13
2,SAN REMO PASTA NO18 PENNE 500G,c,2c,7,0,12/06/13
2,SAN REMO PASTA NO18 PENNE 500G,b,2b,39,0,12/06/13
2,SAN REMO PASTA NO18 PENNE 500G,a,2a,40,0,12/06/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,e,9e,532,1,12/06/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,b,9b,1009,1,12/06/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,c,9c,89,1,12/06/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,d,9d,1253,1,12/06/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,a,9a,595,1,12/06/13
6,SIRENA TUNA IN OIL  CHILLI 95G,e,6e,194,1,19/06/13
6,SIRENA TUNA IN OIL  CHILLI 95G,c,6c,33,1,19/06/13
6,SIRENA TUNA IN OIL  CHILLI 95G,b,6b,163,1,19/06/13
6,SIRENA TUNA IN OIL  CHILLI 95G,d,6d,298,1,19/06/13
6,SIRENA TUNA IN OIL  CHILLI 95G,a,6a,237,1,19/06/13
10,THINS CHIPS LIGHT&  TANGY 175G,d,10d,18,0,19/06/13
10,THINS CHIPS LIGHT&  TANGY 175G,c,10c,13,0,19/06/13
10,THINS CHIPS LIGHT&  TANGY 175G,e,10e,14,0,19/06/13
10,THINS CHIPS LIGHT&  TANGY 175G,b,10b,12,0,19/06/13
10,THINS CHIPS LIGHT&  TANGY 175G,a,10a,10,0,19/06/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,e,9e,154,1,19/06/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,c,9c,45,1,19/06/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,b,9b,351,1,19/06/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,d,9d,714,1,19/06/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,a,9a,71,1,19/06/13
7,COCA COLA 2L,e,7e,417,1,19/06/13
7,COCA COLA 2L,d,7d,293,1,19/06/13
7,COCA COLA 2L,c,7c,140,1,19/06/13
7,COCA COLA 2L,b,7b,318,1,19/06/13
3,KELLOGGS COCO POPS   650G,e,3e,65,1,19/06/13
3,KELLOGGS COCO POPS   650G,c,3c,19,1,19/06/13
3,KELLOGGS COCO POPS   650G,b,3b,73,1,19/06/13
3,KELLOGGS COCO POPS   650G,d,3d,94,1,19/06/13
3,KELLOGGS COCO POPS   650G,a,3a,113,1,19/06/13
